product_id,event_id,timestamp,barcode_match,quantity_expected,quantity_scanned,image_path,product_match_score,damage_probability,anomaly_score,decision,operator_id
MCH-P-000004,EV-0256D2BA8D,2026-05-16T20:31:24.314778,True,9,9,mock_images/MCH-P-000004_e4b517.jpg,1.0,0.057,0.082,PASS,OP-002
MCH-P-000005,EV-A3AC22F59E,2026-06-07T07:08:24.315314,True,6,6,mock_images/MCH-P-000005_d81ca8.jpg,0.978,0.0,0.048,PASS,OP-005
MCH-P-000005,EV-8B80C2E4A1,2026-04-27T10:06:24.315660,True,3,3,mock_images/MCH-P-000005_12d904.jpg,0.927,0.0,0.077,PASS,OP-006
MCH-P-000005,EV-73B177B7E0,2026-08-16T19:14:24.315969,True,3,3,mock_images/MCH-P-000005_b04c1d.jpg,0.951,0.033,0.124,PASS,OP-005
MCH-P-000006,EV-143030E4FE,2026-06-11T01:23:24.316555,True,7,7,mock_images/MCH-P-000006_2910e8.jpg,0.926,0.047,0.091,PASS,OP-001
MCH-P-000006,EV-01034EA398,2026-04-17T09:25:24.316809,True,1,1,mock_images/MCH-P-000006_7bb84c.jpg,0.887,0.0,0.0,PASS,OP-006
MCH-P-000006,EV-650CE651D0,2026-08-06T03:19:24.317133,True,1,1,mock_images/MCH-P-000006_6c3c63.jpg,0.964,0.109,0.133,PASS,OP-005
MCH-P-000007,EV-7F73138B13,2026-06-16T07:04:24.317705,True,9,9,mock_images/MCH-P-000007_061d96.jpg,0.945,0.02,0.055,PASS,OP-009
MCH-P-000007,EV-B19CA01246,2026-05-13T06:07:24.317841,True,9,9,mock_images/MCH-P-000007_4f292a.jpg,0.953,0.031,0.094,PASS,OP-006
MCH-P-000007,EV-CA4BBF0220,2026-07-19T17:35:24.317950,True,3,3,mock_images/MCH-P-000007_03a48f.jpg,1.0,0.134,0.11,PASS,OP-009
MCH-P-000008,EV-174F1CFB09,2026-08-04T16:36:24.318242,True,3,3,mock_images/MCH-P-000008_28de17.jpg,1.0,0.092,0.088,PASS,OP-007
MCH-P-000008,EV-6072AD332F,2026-06-21T10:35:24.318521,True,3,3,mock_images/MCH-P-000008_003f74.jpg,0.945,0.055,0.073,PASS,OP-004
MCH-P-000008,EV-69C924D139,2026-07-26T08:31:24.318810,True,7,7,mock_images/MCH-P-000008_468545.jpg,0.957,0.0,0.071,PASS,OP-004
MCH-P-000009,EV-33A8B56244,2026-04-12T09:40:24.319361,True,5,5,mock_images/MCH-P-000009_519be3.jpg,0.954,0.0,0.006,PASS,OP-010
MCH-P-000009,EV-49B80F4F78,2026-05-06T12:37:24.319631,True,1,1,mock_images/MCH-P-000009_425a1b.jpg,0.893,0.069,0.126,PASS,OP-005
MCH-P-000009,EV-712286EBB0,2026-05-05T21:10:24.319865,True,4,4,mock_images/MCH-P-000009_293085.jpg,0.961,0.0,0.109,PASS,OP-001
MCH-P-000010,EV-1541862577,2026-05-28T09:32:24.320336,True,6,6,mock_images/MCH-P-000010_0eceb7.jpg,0.918,0.0,0.078,PASS,OP-006
MCH-P-000010,EV-04E20A11A1,2026-05-31T05:07:24.320550,True,4,4,mock_images/MCH-P-000010_61d4c5.jpg,0.931,0.149,0.09,PASS,OP-005
MCH-P-000010,EV-7A4C265F30,2026-08-14T16:26:24.320708,True,2,2,mock_images/MCH-P-000010_2af658.jpg,0.958,0.117,0.063,PASS,OP-006
MCH-P-000011,EV-A6418E6105,2026-07-01T03:18:24.321038,True,4,4,mock_images/MCH-P-000011_a38822.jpg,0.889,0.068,0.025,PASS,OP-006
MCH-P-000011,EV-8141EBDA5E,2026-06-07T12:46:24.321176,True,1,1,mock_images/MCH-P-000011_41e542.jpg,0.918,0.138,0.086,PASS,OP-009
MCH-P-000011,EV-A202403B47,2026-05-03T02:34:24.321333,True,2,2,mock_images/MCH-P-000011_59ba60.jpg,0.946,0.034,0.053,PASS,OP-007
MCH-P-000012,EV-E4A2E030B1,2026-06-04T22:07:24.321668,True,1,1,mock_images/MCH-P-000012_6860bf.jpg,0.869,0.027,0.062,PASS,OP-006
MCH-P-000012,EV-5DC36C20D6,2026-07-06T09:15:24.321858,True,5,5,mock_images/MCH-P-000012_fa6ca2.jpg,0.928,0.059,0.035,PASS,OP-008
MCH-P-000012,EV-695D54A784,2026-04-30T14:21:24.322009,True,5,5,mock_images/MCH-P-000012_fb2c41.jpg,0.902,0.042,0.091,PASS,OP-010
MCH-P-000013,EV-C084FE7668,2026-04-17T13:55:24.322214,True,5,5,mock_images/MCH-P-000013_581cba.jpg,0.947,0.0,0.049,PASS,OP-001
MCH-P-000013,EV-2364100309,2026-08-18T04:02:24.322318,True,2,2,mock_images/MCH-P-000013_25fe08.jpg,0.95,0.175,0.089,PASS,OP-010
MCH-P-000013,EV-40BEF83F1B,2026-04-28T07:54:24.322406,True,8,8,mock_images/MCH-P-000013_8211ad.jpg,0.987,0.0,0.026,PASS,OP-006
MCH-P-000014,EV-322C142D96,2026-08-21T10:32:24.322580,True,6,6,mock_images/MCH-P-000014_f287fe.jpg,0.938,0.022,0.058,PASS,OP-003
MCH-P-000014,EV-97F414BADC,2026-08-10T20:36:24.322661,True,8,8,mock_images/MCH-P-000014_174c43.jpg,0.91,0.0,0.01,PASS,OP-005
MCH-P-000014,EV-A3A2D0A54A,2026-04-16T01:33:24.322751,True,5,5,mock_images/MCH-P-000014_aa180d.jpg,0.963,0.07,0.037,PASS,OP-008
MCH-P-000015,EV-8A2803E3B7,2026-05-21T01:42:24.322919,True,3,3,mock_images/MCH-P-000015_ff01e1.jpg,1.0,0.087,0.037,PASS,OP-001
MCH-P-000015,EV-693C2D9DBE,2026-06-16T02:02:24.322999,True,4,4,mock_images/MCH-P-000015_12bad6.jpg,0.932,0.126,0.027,PASS,OP-003
MCH-P-000015,EV-F202AF2020,2026-05-20T02:42:24.323077,True,7,7,mock_images/MCH-P-000015_5e0b4a.jpg,0.898,0.026,0.077,PASS,OP-001
MCH-P-000016,EV-44BA6B3997,2026-05-27T01:06:24.323224,True,4,4,mock_images/MCH-P-000016_da64fd.jpg,0.968,0.043,0.06,PASS,OP-010
MCH-P-000016,EV-B4C3B0F370,2026-07-10T04:39:24.323329,True,2,2,mock_images/MCH-P-000016_f7f52f.jpg,0.978,0.0,0.024,PASS,OP-009
MCH-P-000016,EV-A8B433A56B,2026-07-06T11:05:24.323440,True,4,4,mock_images/MCH-P-000016_b32dd5.jpg,0.931,0.054,0.073,PASS,OP-009
MCH-P-000017,EV-C8DE057197,2026-05-28T08:44:24.323626,True,4,4,mock_images/MCH-P-000017_2468d8.jpg,0.938,0.063,0.088,PASS,OP-006
MCH-P-000017,EV-B5D4E96B49,2026-08-04T17:06:24.323733,True,3,3,mock_images/MCH-P-000017_9decd9.jpg,0.935,0.023,0.001,PASS,OP-002
MCH-P-000017,EV-D8E9EF9389,2026-04-13T00:49:24.323821,True,3,3,mock_images/MCH-P-000017_37bd8d.jpg,1.0,0.17,0.055,PASS,OP-004
MCH-P-000018,EV-32F03779DB,2026-07-09T14:56:24.324017,True,9,9,mock_images/MCH-P-000018_39700c.jpg,0.937,0.039,0.082,PASS,OP-010
MCH-P-000018,EV-5F0E79B6FF,2026-04-15T08:08:24.324094,True,3,3,mock_images/MCH-P-000018_a17331.jpg,0.907,0.0,0.087,PASS,OP-004
MCH-P-000018,EV-0575B2EBFB,2026-05-23T17:39:24.324168,True,1,1,mock_images/MCH-P-000018_50fbb6.jpg,0.984,0.02,0.054,PASS,OP-008
MCH-P-000019,EV-27B9C6F9F9,2026-06-30T11:14:24.324334,True,4,4,mock_images/MCH-P-000019_285754.jpg,1.0,0.092,0.063,PASS,OP-006
MCH-P-000019,EV-B9F6D7A774,2026-07-21T13:11:24.324417,True,1,1,mock_images/MCH-P-000019_20288c.jpg,0.928,0.107,0.044,PASS,OP-003
MCH-P-000019,EV-EFBF4D2DAC,2026-07-01T19:58:24.324496,True,7,7,mock_images/MCH-P-000019_1b6f02.jpg,0.866,0.085,0.077,PASS,OP-005
MCH-P-000020,EV-9D1A5EAEDE,2026-04-20T08:43:24.324659,True,9,9,mock_images/MCH-P-000020_701cd0.jpg,0.961,0.08,0.0,PASS,OP-002
MCH-P-000020,EV-918E96FA17,2026-05-31T11:29:24.324747,True,8,8,mock_images/MCH-P-000020_de66f7.jpg,0.923,0.114,0.0,PASS,OP-003
MCH-P-000020,EV-33B1E3AEBE,2026-08-19T10:22:24.324825,True,6,5,mock_images/MCH-P-000020_2b0958.jpg,0.902,0.101,0.012,FAIL,OP-003
MCH-P-000021,EV-B5D7651F7F,2026-05-08T23:49:24.324971,True,2,2,mock_images/MCH-P-000021_2faf54.jpg,0.974,0.048,0.053,PASS,OP-003
MCH-P-000021,EV-0A85C8BF1D,2026-05-24T22:16:24.325070,True,5,5,mock_images/MCH-P-000021_ca4f12.jpg,0.934,0.089,0.099,PASS,OP-004
MCH-P-000021,EV-2040AE964E,2026-08-01T18:30:24.325144,True,9,9,mock_images/MCH-P-000021_6840f4.jpg,0.981,0.094,0.019,PASS,OP-001
MCH-P-000022,EV-55AF507560,2026-08-08T03:09:24.325374,True,4,4,mock_images/MCH-P-000022_fb9246.jpg,0.962,0.032,0.076,PASS,OP-009
MCH-P-000022,EV-3E0671E87F,2026-08-11T07:27:24.325551,True,9,9,mock_images/MCH-P-000022_dd01da.jpg,0.992,0.064,0.037,PASS,OP-005
MCH-P-000022,EV-02518F61C1,2026-08-12T11:50:24.325642,True,1,1,mock_images/MCH-P-000022_1a8bad.jpg,0.911,0.056,0.067,PASS,OP-006
MCH-P-000023,EV-46B5715FBE,2026-05-22T06:03:24.325844,True,1,1,mock_images/MCH-P-000023_36dcae.jpg,1.0,0.08,0.0,PASS,OP-006
MCH-P-000023,EV-1EC1C9FBC0,2026-05-30T00:46:24.325951,True,9,9,mock_images/MCH-P-000023_db1946.jpg,0.901,0.0,0.009,PASS,OP-005
MCH-P-000023,EV-47D2D31AE6,2026-06-28T07:53:24.326032,True,3,3,mock_images/MCH-P-000023_13feb1.jpg,0.969,0.0,0.034,PASS,OP-004
MCH-P-000024,EV-D805E335ED,2026-04-24T05:36:24.326212,True,1,0,mock_images/MCH-P-000024_e481fc.jpg,0.936,0.0,0.072,FAIL,OP-001
MCH-P-000024,EV-7CC5AC2335,2026-05-06T01:14:24.326302,True,4,4,mock_images/MCH-P-000024_56e3e8.jpg,0.96,0.002,0.043,PASS,OP-009
MCH-P-000024,EV-C6ED758160,2026-05-23T09:13:24.326378,True,1,1,mock_images/MCH-P-000024_0a1649.jpg,0.936,0.053,0.053,PASS,OP-007
MCH-P-000025,EV-6FF44AD6B9,2026-06-21T13:28:24.326547,True,3,3,mock_images/MCH-P-000025_57c2cb.jpg,0.929,0.009,0.026,PASS,OP-010
MCH-P-000025,EV-C00F6B2F14,2026-04-17T19:08:24.326635,True,2,2,mock_images/MCH-P-000025_7a5289.jpg,0.979,0.108,0.085,PASS,OP-008
MCH-P-000025,EV-AFA21AB8C9,2026-07-08T17:06:24.326711,True,5,5,mock_images/MCH-P-000025_7d16ef.jpg,0.968,0.105,0.021,PASS,OP-007
MCH-P-000026,EV-EAE4D4F5BA,2026-06-21T22:30:24.326864,True,6,6,mock_images/MCH-P-000026_9e0be7.jpg,0.939,0.059,0.042,PASS,OP-001
MCH-P-000026,EV-B545854187,2026-07-16T00:37:24.326946,True,5,5,mock_images/MCH-P-000026_81fb5d.jpg,0.965,0.059,0.069,PASS,OP-007
MCH-P-000026,EV-2E4867362C,2026-04-28T05:45:24.327028,True,6,6,mock_images/MCH-P-000026_b9c770.jpg,0.917,0.051,0.013,PASS,OP-009
MCH-P-000027,EV-71E705D94A,2026-07-16T23:49:24.327320,True,2,2,mock_images/MCH-P-000027_ccdc87.jpg,0.94,0.065,0.046,PASS,OP-010
MCH-P-000027,EV-6391EF4FB7,2026-04-16T17:58:24.327435,True,7,7,mock_images/MCH-P-000027_4612f5.jpg,0.918,0.099,0.0,PASS,OP-009
MCH-P-000027,EV-A5FCEDDF2B,2026-06-08T19:32:24.327512,True,3,3,mock_images/MCH-P-000027_210285.jpg,0.887,0.228,0.023,PASS,OP-005
MCH-P-000028,EV-5CF5B12E3F,2026-07-03T16:12:24.327704,True,4,3,mock_images/MCH-P-000028_e725a0.jpg,0.951,0.0,0.058,FAIL,OP-010
MCH-P-000028,EV-3C05E53F5D,2026-08-21T05:48:24.327802,True,4,4,mock_images/MCH-P-000028_7d8eec.jpg,0.889,0.016,0.007,PASS,OP-001
MCH-P-000028,EV-DF3B7FAB1E,2026-08-11T21:29:24.327890,True,8,8,mock_images/MCH-P-000028_a887e6.jpg,0.901,0.015,0.014,PASS,OP-004
MCH-P-000029,EV-92DF39EE18,2026-08-02T15:09:24.328045,True,7,7,mock_images/MCH-P-000029_492498.jpg,0.875,0.095,0.034,PASS,OP-003
MCH-P-000029,EV-20F65800EB,2026-08-06T08:49:24.328136,True,9,9,mock_images/MCH-P-000029_b51493.jpg,0.917,0.0,0.039,PASS,OP-008
MCH-P-000029,EV-14315FB2DF,2026-06-07T04:52:24.328218,True,7,7,mock_images/MCH-P-000029_06bac9.jpg,0.987,0.147,0.091,PASS,OP-003
MCH-P-000030,EV-F4FF9B4232,2026-08-01T01:01:24.328381,True,2,2,mock_images/MCH-P-000030_fe244e.jpg,0.973,0.059,0.096,PASS,OP-004
MCH-P-000030,EV-8332175D2C,2026-07-03T11:36:24.328463,True,8,8,mock_images/MCH-P-000030_5bd5a5.jpg,0.83,0.0,0.086,PASS,OP-004
MCH-P-000030,EV-01D56E3611,2026-08-12T22:30:24.328538,True,9,8,mock_images/MCH-P-000030_ec7cc7.jpg,0.936,0.0,0.071,FAIL,OP-008
MCH-P-000031,EV-D4336AF793,2026-04-17T02:20:24.328690,True,4,4,mock_images/MCH-P-000031_9933ec.jpg,0.941,0.0,0.058,PASS,OP-002
MCH-P-000031,EV-624D410675,2026-04-21T22:33:24.328778,True,8,8,mock_images/MCH-P-000031_3d0ecf.jpg,0.816,0.0,0.042,PASS,OP-005
MCH-P-000031,EV-B84EC82F93,2026-07-15T21:05:24.328903,True,2,2,mock_images/MCH-P-000031_53899f.jpg,0.94,0.0,0.0,PASS,OP-005
MCH-P-000032,EV-9BED268A5D,2026-08-07T05:12:24.329191,True,2,2,mock_images/MCH-P-000032_ca7578.jpg,0.925,0.111,0.055,PASS,OP-002
MCH-P-000032,EV-99FD85577C,2026-08-05T02:07:24.329291,True,3,3,mock_images/MCH-P-000032_f40774.jpg,0.923,0.044,0.047,PASS,OP-006
MCH-P-000032,EV-983A965D17,2026-08-10T14:41:24.329368,True,3,3,mock_images/MCH-P-000032_6b1a98.jpg,0.933,0.083,0.051,PASS,OP-009
MCH-P-000033,EV-0043307070,2026-04-30T15:35:24.329606,False,4,4,mock_images/MCH-P-000033_ebbbbc.jpg,0.882,0.057,0.0,FAIL,OP-007
MCH-P-000033,EV-9C6AF1C6FB,2026-07-19T20:56:24.329733,True,5,5,mock_images/MCH-P-000033_ed9012.jpg,0.969,0.077,0.052,PASS,OP-007
MCH-P-000033,EV-14EF6480E5,2026-06-25T08:40:24.329815,True,4,4,mock_images/MCH-P-000033_eccdb4.jpg,0.922,0.057,0.0,PASS,OP-007
MCH-P-000034,EV-1710C66DAB,2026-06-17T08:29:24.330034,True,8,8,mock_images/MCH-P-000034_b3e3f6.jpg,0.985,0.028,0.056,PASS,OP-002
MCH-P-000034,EV-437831F12D,2026-07-14T13:56:24.330217,True,7,7,mock_images/MCH-P-000034_c8961c.jpg,0.964,0.071,0.045,PASS,OP-002
MCH-P-000034,EV-3E8CE54910,2026-05-15T03:06:24.330376,True,5,5,mock_images/MCH-P-000034_956c6a.jpg,0.961,0.09,0.041,PASS,OP-001
MCH-P-000035,EV-450FF722C5,2026-04-24T03:31:24.330640,True,5,5,mock_images/MCH-P-000035_43dd92.jpg,0.952,0.0,0.0,PASS,OP-002
MCH-P-000035,EV-EEE4F642F8,2026-06-04T07:39:24.330851,True,7,7,mock_images/MCH-P-000035_5fdce3.jpg,0.944,0.0,0.009,PASS,OP-004
MCH-P-000035,EV-44EE45ED9B,2026-05-10T02:43:24.330975,True,3,3,mock_images/MCH-P-000035_bc5b4f.jpg,0.946,0.115,0.049,PASS,OP-001
MCH-P-000036,EV-CF22A3A544,2026-06-19T10:58:24.331326,True,8,8,mock_images/MCH-P-000036_98ec9a.jpg,1.0,0.0,0.005,PASS,OP-007
MCH-P-000036,EV-9B70FC0425,2026-08-04T02:06:24.331460,True,6,6,mock_images/MCH-P-000036_d9bb5a.jpg,0.942,0.052,0.059,PASS,OP-005
MCH-P-000036,EV-A43A606463,2026-05-13T15:32:24.331696,False,1,1,mock_images/MCH-P-000036_f97a50.jpg,0.882,0.0,0.049,FAIL,OP-005
MCH-P-000037,EV-56D88CF3DD,2026-04-20T10:02:24.332001,True,2,2,mock_images/MCH-P-000037_eb0106.jpg,1.0,0.045,0.079,PASS,OP-002
MCH-P-000037,EV-4C9A932FC9,2026-04-17T22:32:24.332171,True,1,1,mock_images/MCH-P-000037_462d7d.jpg,0.998,0.093,0.023,PASS,OP-002
MCH-P-000037,EV-AE5285BB35,2026-06-17T22:49:24.332297,True,7,7,mock_images/MCH-P-000037_aa89a4.jpg,0.943,0.124,0.0,PASS,OP-002
MCH-P-000038,EV-D192BA3B15,2026-08-16T10:11:24.332638,True,3,3,mock_images/MCH-P-000038_a3b709.jpg,0.962,0.058,0.003,PASS,OP-004
MCH-P-000038,EV-93180E7C68,2026-06-20T20:40:24.332888,True,4,4,mock_images/MCH-P-000038_3ba437.jpg,0.876,0.024,0.08,PASS,OP-006
MCH-P-000038,EV-2F8203E4E4,2026-06-10T20:10:24.333148,True,8,8,mock_images/MCH-P-000038_8b0e62.jpg,0.986,0.041,0.053,PASS,OP-001
MCH-P-000039,EV-878F8D0A45,2026-06-30T14:20:24.333573,True,3,3,mock_images/MCH-P-000039_d61338.jpg,0.924,0.031,0.109,PASS,OP-010
MCH-P-000039,EV-ED7307412C,2026-05-21T06:05:24.333753,True,7,6,mock_images/MCH-P-000039_0e37e6.jpg,1.0,0.08,0.005,FAIL,OP-008
MCH-P-000039,EV-2E2A806972,2026-06-21T17:25:24.333969,True,6,6,mock_images/MCH-P-000039_226cb6.jpg,0.935,0.055,0.0,PASS,OP-005
MCH-P-000040,EV-D137B8A08F,2026-05-28T18:24:24.334350,True,8,8,mock_images/MCH-P-000040_470197.jpg,0.982,0.052,0.03,PASS,OP-002
MCH-P-000040,EV-FF61AA0302,2026-05-23T03:57:24.334453,True,8,8,mock_images/MCH-P-000040_17f320.jpg,0.836,0.103,0.0,PASS,OP-007
MCH-P-000040,EV-57D3720E7E,2026-05-07T14:21:24.334543,True,4,4,mock_images/MCH-P-000040_a59580.jpg,0.953,0.024,0.021,PASS,OP-008
MCH-P-000041,EV-FC65ED6F47,2026-08-21T06:39:24.334922,True,1,1,mock_images/MCH-P-000041_b9fe7e.jpg,0.933,0.107,0.035,PASS,OP-009
MCH-P-000041,EV-A88A6FACCB,2026-05-15T09:38:24.335050,True,8,8,mock_images/MCH-P-000041_4277b7.jpg,0.895,0.068,0.005,PASS,OP-004
MCH-P-000041,EV-F63056062C,2026-07-22T16:50:24.335272,True,2,2,mock_images/MCH-P-000041_bc7cba.jpg,0.962,0.093,0.099,PASS,OP-009
MCH-P-000042,EV-B69689D737,2026-05-16T08:32:24.335536,True,3,3,mock_images/MCH-P-000042_f6b318.jpg,0.942,0.008,0.018,PASS,OP-005
MCH-P-000042,EV-B2D4156F94,2026-05-03T21:28:24.335703,True,4,4,mock_images/MCH-P-000042_9f4007.jpg,0.976,0.108,0.027,PASS,OP-007
MCH-P-000042,EV-0B543F96B4,2026-05-17T15:31:24.335882,True,2,2,mock_images/MCH-P-000042_d417c4.jpg,0.972,0.0,0.001,PASS,OP-005
MCH-P-000043,EV-20212D9B36,2026-05-06T03:16:24.336161,True,3,3,mock_images/MCH-P-000043_0fcafa.jpg,0.947,0.0,0.013,PASS,OP-004
MCH-P-000043,EV-6D07C992B7,2026-05-17T11:46:24.336464,True,7,7,mock_images/MCH-P-000043_1387fd.jpg,0.887,0.065,0.053,PASS,OP-009
MCH-P-000043,EV-F1D3D0699F,2026-07-22T19:00:24.336643,True,2,2,mock_images/MCH-P-000043_100057.jpg,0.938,0.014,0.148,PASS,OP-005
MCH-P-000044,EV-0F67376B6B,2026-04-16T11:00:24.336953,True,1,1,mock_images/MCH-P-000044_96aad2.jpg,0.983,0.0,0.062,PASS,OP-001
MCH-P-000044,EV-B7961EAA60,2026-05-22T04:21:24.337069,True,9,9,mock_images/MCH-P-000044_67ad74.jpg,0.879,0.182,0.034,PASS,OP-004
MCH-P-000044,EV-1F0D7574D7,2026-08-23T11:46:24.337164,True,3,3,mock_images/MCH-P-000044_56ecb2.jpg,0.956,0.163,0.059,PASS,OP-010
MCH-P-000045,EV-328A87538A,2026-04-18T02:58:24.337412,True,9,9,mock_images/MCH-P-000045_659da1.jpg,1.0,0.046,0.065,PASS,OP-004
MCH-P-000045,EV-EA7B0BFED5,2026-06-22T07:11:24.337587,True,5,5,mock_images/MCH-P-000045_3de1fb.jpg,1.0,0.133,0.008,PASS,OP-005
MCH-P-000045,EV-0CC213CC8C,2026-06-03T05:50:24.337680,True,5,5,mock_images/MCH-P-000045_03b0ec.jpg,1.0,0.199,0.019,PASS,OP-010
MCH-P-000046,EV-9778FEF6BA,2026-04-15T16:16:24.337909,True,3,3,mock_images/MCH-P-000046_4f1a46.jpg,0.957,0.012,0.056,PASS,OP-006
MCH-P-000046,EV-ED932A3433,2026-05-11T19:24:24.338031,True,5,5,mock_images/MCH-P-000046_e2b5a4.jpg,0.914,0.0,0.023,PASS,OP-007
MCH-P-000046,EV-139C894470,2026-08-05T11:31:24.338181,True,7,7,mock_images/MCH-P-000046_d24160.jpg,1.0,0.085,0.084,PASS,OP-005
MCH-P-000047,EV-5E296139F2,2026-05-07T15:52:24.338576,True,1,1,mock_images/MCH-P-000047_e01d09.jpg,1.0,0.12,0.0,PASS,OP-003
MCH-P-000047,EV-E9427E18EA,2026-04-27T18:35:24.338733,True,4,4,mock_images/MCH-P-000047_b78c85.jpg,0.978,0.098,0.024,PASS,OP-008
MCH-P-000047,EV-1A66771AC8,2026-07-23T04:07:24.338901,True,9,9,mock_images/MCH-P-000047_604e23.jpg,0.912,0.071,0.089,PASS,OP-007
MCH-P-000048,EV-3D6F259B2F,2026-07-13T00:41:24.339175,True,6,6,mock_images/MCH-P-000048_ee5c69.jpg,0.941,0.035,0.031,PASS,OP-009
MCH-P-000048,EV-FBBB0D46D3,2026-06-25T04:54:24.339272,True,4,4,mock_images/MCH-P-000048_25abef.jpg,0.935,0.034,0.063,PASS,OP-003
MCH-P-000048,EV-AF55FC4B7C,2026-07-15T21:21:24.339389,True,2,2,mock_images/MCH-P-000048_a3bf33.jpg,0.93,0.049,0.078,PASS,OP-003
MCH-P-000049,EV-AFE2297A1D,2026-06-03T16:42:24.339636,True,9,9,mock_images/MCH-P-000049_53bfbc.jpg,0.952,0.103,0.113,PASS,OP-008
MCH-P-000049,EV-BAF3B2FCBB,2026-05-23T09:07:24.339797,True,6,6,mock_images/MCH-P-000049_e46ef5.jpg,1.0,0.136,0.0,PASS,OP-006
MCH-P-000049,EV-081D49DEF8,2026-07-03T11:11:24.339966,True,8,8,mock_images/MCH-P-000049_1c9081.jpg,0.982,0.088,0.063,PASS,OP-005
MCH-P-000050,EV-9B7FA40F30,2026-04-19T20:22:24.340201,True,4,4,mock_images/MCH-P-000050_2366a2.jpg,0.89,0.05,0.027,PASS,OP-007
MCH-P-000050,EV-DEE83C4C8D,2026-04-18T16:15:24.340361,True,9,9,mock_images/MCH-P-000050_084240.jpg,0.988,0.0,0.048,PASS,OP-001
MCH-P-000050,EV-E5E82481D0,2026-07-13T00:11:24.340502,True,6,6,mock_images/MCH-P-000050_0f071e.jpg,0.916,0.038,0.091,PASS,OP-008
MCH-P-000051,EV-79F7CCDAC6,2026-07-12T23:30:24.340836,True,4,3,mock_images/MCH-P-000051_321c35.jpg,1.0,0.07,0.016,FAIL,OP-007
MCH-P-000051,EV-AE7F20146C,2026-07-04T19:31:24.341001,True,9,9,mock_images/MCH-P-000051_f0a891.jpg,1.0,0.095,0.077,PASS,OP-005
MCH-P-000051,EV-25B5C9D1D2,2026-04-24T10:18:24.341173,True,6,6,mock_images/MCH-P-000051_cd5311.jpg,1.0,0.0,0.002,PASS,OP-005
MCH-P-000052,EV-F1D44C3CB4,2026-05-21T22:45:24.341416,True,8,8,mock_images/MCH-P-000052_3097a5.jpg,1.0,0.047,0.082,PASS,OP-002
MCH-P-000052,EV-41BE9C64EB,2026-04-13T19:52:24.341605,True,2,2,mock_images/MCH-P-000052_615049.jpg,0.958,0.015,0.054,PASS,OP-009
MCH-P-000052,EV-A80714F7D7,2026-08-07T15:36:24.341787,True,6,6,mock_images/MCH-P-000052_231c91.jpg,0.941,0.137,0.02,PASS,OP-003
MCH-P-000053,EV-08C11F9C74,2026-05-05T09:39:24.342079,True,8,8,mock_images/MCH-P-000053_0bcf02.jpg,0.925,0.085,0.002,PASS,OP-006
MCH-P-000053,EV-5FF84ABD0B,2026-06-10T01:08:24.342204,True,7,7,mock_images/MCH-P-000053_cee6e4.jpg,0.893,0.093,0.056,PASS,OP-003
MCH-P-000053,EV-629773F296,2026-05-24T15:39:24.342323,True,4,4,mock_images/MCH-P-000053_a4d35e.jpg,0.95,0.07,0.094,PASS,OP-002
MCH-P-000054,EV-FFA1FB6C90,2026-06-28T00:21:24.342590,True,7,7,mock_images/MCH-P-000054_6b478b.jpg,0.963,0.076,0.043,PASS,OP-009
