product_id,date,stock,orders,sales,revenue,discount,returns,return_reason,advertising_spend,season,festival
MCH-P-000001,2025-09-23,92,20,19,336735.29,0.0,1,size_issue,479.55,monsoon,
MCH-P-000001,2025-09-24,79,14,13,230397.83,0.0,2,size_issue,105.87,monsoon,
MCH-P-000001,2025-09-25,60,20,19,336735.29,0.0,6,quality_issue,138.6,monsoon,
MCH-P-000001,2025-09-26,38,23,22,389904.02,0.0,3,damage,48.38,monsoon,
MCH-P-000001,2025-09-27,26,13,12,212674.92,0.0,1,size_issue,184.05,monsoon,
MCH-P-000001,2025-09-28,288,20,19,336735.29,0.0,0,,479.05,monsoon,
MCH-P-000001,2025-09-29,270,19,18,319012.38,0.0,3,wrong_item,169.86,monsoon,
MCH-P-000001,2025-09-30,259,12,11,194952.01,0.0,1,damage,146.98,monsoon,
MCH-P-000001,2025-10-01,244,16,15,265843.65,0.0,1,not_needed,12.52,winter,
MCH-P-000001,2025-10-02,232,13,12,212674.92,0.0,2,not_needed,258.29,winter,
MCH-P-000001,2025-10-03,216,17,16,283566.56,0.0,3,other,7.9,winter,
MCH-P-000001,2025-10-04,198,19,18,319012.38,0.0,3,not_needed,429.48,winter,
MCH-P-000001,2025-10-05,189,10,9,159506.19,0.0,1,damage,225.55,winter,
MCH-P-000001,2025-10-06,176,14,13,230397.83,0.0,1,damage,456.66,winter,
MCH-P-000001,2025-10-07,168,9,8,141783.28,0.0,1,not_needed,228.37,winter,
MCH-P-000001,2025-10-08,150,19,18,319012.38,0.0,2,not_needed,175.61,winter,
MCH-P-000001,2025-10-09,130,21,20,354458.2,0.0,2,wrong_item,98.74,winter,
MCH-P-000001,2025-10-10,107,25,23,407626.93,0.0,3,size_issue,171.3,winter,
MCH-P-000001,2025-10-11,93,15,14,248120.74,0.0,4,size_issue,260.49,winter,
MCH-P-000001,2025-10-12,77,17,16,283566.56,0.0,1,not_needed,379.99,winter,
MCH-P-000001,2025-10-13,62,16,15,265843.65,0.0,3,not_needed,332.29,winter,
MCH-P-000001,2025-10-14,48,15,14,248120.74,0.0,4,wrong_item,282.73,winter,
MCH-P-000001,2025-10-15,27,22,21,308910.32,0.17,3,damage,491.61,winter,Diwali
MCH-P-000001,2025-10-16,225,20,19,259286.17,0.23,3,wrong_item,471.88,winter,Diwali
MCH-P-000001,2025-10-17,195,31,30,372181.11,0.3,6,damage,800.58,winter,Diwali
MCH-P-000001,2025-10-18,156,41,39,594426.4,0.14,7,damage,671.4,winter,Diwali
MCH-P-000001,2025-10-19,128,30,28,416842.84,0.16,6,other,874.85,winter,Diwali
MCH-P-000001,2025-10-20,105,24,23,338330.35,0.17,5,not_needed,532.74,winter,Diwali
MCH-P-000001,2025-10-21,78,28,27,387600.04,0.19,6,damage,170.39,winter,Diwali
MCH-P-000001,2025-10-22,54,25,24,293491.39,0.31,2,size_issue,990.87,winter,Diwali
MCH-P-000001,2025-10-23,25,30,29,426590.44,0.17,2,not_needed,784.71,winter,Diwali
MCH-P-000001,2025-10-24,214,23,21,353572.05,0.05,2,size_issue,334.09,winter,Diwali
MCH-P-000001,2025-10-25,182,33,32,419678.51,0.26,5,damage,844.41,winter,Diwali
MCH-P-000001,2025-10-26,170,13,12,212674.92,0.0,1,damage,248.51,winter,
MCH-P-000001,2025-10-27,153,18,17,301289.47,0.0,4,quality_issue,349.21,winter,
MCH-P-000001,2025-10-28,136,18,17,301289.47,0.0,1,damage,36.23,winter,
MCH-P-000001,2025-10-29,113,24,23,407626.93,0.0,8,damage,399.76,winter,
MCH-P-000001,2025-10-30,93,21,20,354458.2,0.0,4,size_issue,129.87,winter,
MCH-P-000001,2025-10-31,84,10,9,159506.19,0.0,1,damage,345.94,winter,
MCH-P-000001,2025-11-01,65,20,19,336735.29,0.0,4,damage,369.92,winter,
MCH-P-000001,2025-11-02,47,19,18,319012.38,0.0,4,other,246.23,winter,
MCH-P-000001,2025-11-03,40,8,7,124060.37,0.0,1,not_needed,91.9,winter,
MCH-P-000001,2025-11-04,30,11,10,177229.1,0.0,0,,14.15,winter,
MCH-P-000001,2025-11-05,169,16,15,265843.65,0.0,4,damage,339.57,winter,
MCH-P-000001,2025-11-06,155,15,14,248120.74,0.0,1,wrong_item,231.4,winter,
MCH-P-000001,2025-11-07,136,20,19,336735.29,0.0,2,wrong_item,22.83,winter,
MCH-P-000001,2025-11-08,115,22,21,372181.11,0.0,2,size_issue,116.28,winter,
MCH-P-000001,2025-11-09,106,10,9,159506.19,0.0,1,quality_issue,160.42,winter,
MCH-P-000001,2025-11-10,89,18,17,301289.47,0.0,2,size_issue,158.86,winter,
MCH-P-000001,2025-11-11,80,10,9,159506.19,0.0,1,quality_issue,18.11,winter,
MCH-P-000001,2025-11-12,64,17,16,283566.56,0.0,1,damage,137.29,winter,
MCH-P-000001,2025-11-13,51,14,13,230397.83,0.0,0,,274.84,winter,
MCH-P-000001,2025-11-14,38,14,13,198142.13,0.14,0,,63.43,winter,
MCH-P-000001,2025-11-15,20,19,18,319012.38,0.0,6,damage,311.54,winter,
MCH-P-000001,2025-11-16,163,17,16,283566.56,0.0,7,wrong_item,324.39,winter,
MCH-P-000001,2025-11-17,148,16,15,265843.65,0.0,3,wrong_item,77.49,winter,
MCH-P-000001,2025-11-18,138,11,10,177229.1,0.0,2,size_issue,182.59,winter,
MCH-P-000001,2025-11-19,114,25,24,331772.88,0.22,6,not_needed,471.79,winter,Wedding Season Peak
MCH-P-000001,2025-11-20,96,19,18,303061.76,0.05,6,damage,814.88,winter,Wedding Season Peak
MCH-P-000001,2025-11-21,80,17,16,241031.58,0.15,4,other,875.29,winter,Wedding Season Peak
MCH-P-000001,2025-11-22,62,19,18,216928.42,0.32,3,damage,157.03,winter,Wedding Season Peak
MCH-P-000001,2025-11-23,31,33,31,505457.39,0.08,5,damage,542.94,winter,Wedding Season Peak
MCH-P-000001,2025-11-24,306,19,18,287111.14,0.1,2,not_needed,128.18,winter,Wedding Season Peak
MCH-P-000001,2025-11-25,277,31,29,385473.29,0.25,5,not_needed,875.1,winter,Wedding Season Peak
MCH-P-000001,2025-11-26,255,23,22,300226.1,0.23,1,damage,60.71,winter,Wedding Season Peak
MCH-P-000001,2025-11-27,233,23,22,276831.85,0.29,5,damage,548.95,winter,Wedding Season Peak
MCH-P-000001,2025-11-28,211,23,22,347014.58,0.11,7,damage,829.22,winter,Wedding Season Peak
MCH-P-000001,2025-11-29,186,27,25,407626.93,0.08,5,size_issue,110.75,winter,Wedding Season Peak
MCH-P-000001,2025-11-30,176,11,10,177229.1,0.0,2,not_needed,139.3,winter,
MCH-P-000001,2025-12-01,168,9,8,141783.28,0.0,2,wrong_item,285.37,winter,
MCH-P-000001,2025-12-02,156,13,12,212674.92,0.0,2,wrong_item,394.95,winter,
MCH-P-000001,2025-12-03,149,8,7,124060.37,0.0,1,size_issue,2.49,winter,
MCH-P-000001,2025-12-04,139,11,10,177229.1,0.0,2,wrong_item,374.76,winter,
MCH-P-000001,2025-12-05,121,19,18,319012.38,0.0,1,damage,134.95,winter,
MCH-P-000001,2025-12-06,103,19,18,319012.38,0.0,2,wrong_item,204.85,winter,
MCH-P-000001,2025-12-07,91,13,12,180773.68,0.15,3,not_needed,434.55,winter,
MCH-P-000001,2025-12-08,70,22,21,372181.11,0.0,2,damage,56.95,winter,
MCH-P-000001,2025-12-09,53,18,17,301289.47,0.0,1,wrong_item,273.41,winter,
MCH-P-000001,2025-12-10,33,22,20,354458.2,0.0,6,wrong_item,23.74,winter,
MCH-P-000001,2025-12-11,25,9,8,141783.28,0.0,3,damage,479.69,winter,
MCH-P-000001,2025-12-12,163,19,18,319012.38,0.0,3,damage,468.85,winter,
MCH-P-000001,2025-12-13,149,15,14,248120.74,0.0,2,damage,336.66,winter,
MCH-P-000001,2025-12-14,135,15,14,248120.74,0.0,1,wrong_item,95.21,winter,
MCH-P-000001,2025-12-15,124,12,11,194952.01,0.0,4,wrong_item,450.55,winter,
MCH-P-000001,2025-12-16,116,9,8,141783.28,0.0,2,damage,388.45,winter,
MCH-P-000001,2025-12-17,103,14,13,230397.83,0.0,0,,413.5,winter,
MCH-P-000001,2025-12-18,87,17,16,283566.56,0.0,1,damage,299.26,winter,
MCH-P-000001,2025-12-19,74,14,13,230397.83,0.0,0,,28.46,winter,
MCH-P-000001,2025-12-20,38,38,36,421096.34,0.34,3,not_needed,600.8,winter,Christmas
MCH-P-000001,2025-12-21,167,32,31,510951.5,0.07,5,other,671.98,winter,Christmas
MCH-P-000001,2025-12-22,141,28,26,387068.35,0.16,0,,507.23,winter,Christmas
MCH-P-000001,2025-12-23,107,35,34,542321.05,0.1,2,damage,727.01,winter,Christmas
MCH-P-000001,2025-12-24,77,31,30,473201.7,0.11,1,size_issue,699.92,winter,Christmas
MCH-P-000001,2025-12-25,51,27,26,423932.01,0.08,2,quality_issue,761.51,winter,Christmas
MCH-P-000001,2025-12-26,28,24,23,375016.78,0.08,1,wrong_item,701.27,winter,Christmas
MCH-P-000001,2025-12-27,114,34,33,426944.9,0.27,4,damage,280.59,winter,Christmas
MCH-P-000001,2025-12-28,90,25,24,314758.88,0.26,2,quality_issue,677.18,winter,Christmas
MCH-P-000001,2025-12-29,71,20,19,276122.94,0.18,1,size_issue,99.93,winter,Christmas
MCH-P-000001,2025-12-30,53,19,18,274350.65,0.14,2,damage,898.25,winter,Christmas
MCH-P-000001,2025-12-31,38,16,15,265843.65,0.0,2,damage,400.95,winter,
MCH-P-000001,2026-01-01,179,27,25,345596.74,0.22,3,wrong_item,37.31,winter,New Year
MCH-P-000001,2026-01-02,155,25,24,331772.88,0.22,1,damage,696.12,winter,New Year
MCH-P-000001,2026-01-03,141,15,14,218346.25,0.12,1,not_needed,951.54,winter,New Year
MCH-P-000001,2026-01-04,117,25,24,314758.88,0.26,5,wrong_item,533.36,winter,New Year
MCH-P-000001,2026-01-05,100,18,17,283212.1,0.06,2,damage,190.73,winter,New Year
MCH-P-000001,2026-01-06,79,22,21,342406.62,0.08,3,wrong_item,720.46,winter,New Year
MCH-P-000001,2026-01-07,63,17,16,283566.56,0.0,3,wrong_item,239.61,winter,
MCH-P-000001,2026-01-08,51,13,12,212674.92,0.0,0,,30.94,winter,
MCH-P-000001,2026-01-09,29,23,22,389904.02,0.0,1,not_needed,50.89,winter,
MCH-P-000001,2026-01-10,159,11,10,177229.1,0.0,2,quality_issue,302.15,winter,
MCH-P-000001,2026-01-11,143,17,16,283566.56,0.0,5,damage,13.1,winter,
MCH-P-000001,2026-01-12,132,12,11,194952.01,0.0,3,damage,260.39,winter,
MCH-P-000001,2026-01-13,119,14,13,230397.83,0.0,2,not_needed,397.76,winter,
MCH-P-000001,2026-01-14,103,17,16,266552.57,0.06,0,,164.47,winter,
MCH-P-000001,2026-01-15,88,16,15,265843.65,0.0,3,not_needed,159.03,winter,
MCH-P-000001,2026-01-16,75,14,13,230397.83,0.0,1,not_needed,323.71,winter,
MCH-P-000001,2026-01-17,64,12,11,167658.73,0.14,0,,253.62,winter,
MCH-P-000001,2026-01-18,48,17,16,283566.56,0.0,5,damage,433.14,winter,
MCH-P-000001,2026-01-19,26,23,22,389904.02,0.0,3,quality_issue,219.64,winter,
MCH-P-000001,2026-01-20,283,13,12,212674.92,0.0,0,,370.22,winter,
MCH-P-000001,2026-01-21,261,23,22,389904.02,0.0,4,damage,417.21,winter,
MCH-P-000001,2026-01-22,246,16,15,265843.65,0.0,2,damage,252.99,winter,
MCH-P-000001,2026-01-23,237,10,9,159506.19,0.0,0,,149.76,winter,
MCH-P-000001,2026-01-24,224,14,13,230397.83,0.0,3,quality_issue,171.13,winter,
MCH-P-000001,2026-01-25,205,20,19,336735.29,0.0,1,quality_issue,462.14,winter,
MCH-P-000001,2026-01-26,186,20,19,336735.29,0.0,2,damage,280.97,winter,
MCH-P-000001,2026-01-27,174,13,12,212674.92,0.0,1,damage,20.22,winter,
MCH-P-000001,2026-01-28,161,14,13,230397.83,0.0,3,damage,410.82,winter,
MCH-P-000001,2026-01-29,144,18,17,256096.05,0.15,4,quality_issue,451.15,winter,
MCH-P-000001,2026-01-30,130,15,14,248120.74,0.0,3,not_needed,309.86,winter,
MCH-P-000001,2026-01-31,116,15,14,248120.74,0.0,2,size_issue,204.75,winter,
MCH-P-000001,2026-02-01,98,19,18,319012.38,0.0,5,size_issue,221.07,winter,
MCH-P-000001,2026-02-02,83,16,15,265843.65,0.0,3,damage,249.19,winter,
MCH-P-000001,2026-02-03,67,17,16,283566.56,0.0,1,quality_issue,358.53,winter,
MCH-P-000001,2026-02-04,49,19,18,319012.38,0.0,3,damage,322.44,winter,
MCH-P-000001,2026-02-05,32,18,17,301289.47,0.0,3,damage,479.54,winter,
MCH-P-000001,2026-02-06,282,19,18,319012.38,0.0,4,size_issue,434.12,winter,
MCH-P-000001,2026-02-07,267,16,15,265843.65,0.0,1,quality_issue,242.19,winter,
MCH-P-000001,2026-02-08,260,8,7,124060.37,0.0,1,not_needed,114.15,winter,
MCH-P-000001,2026-02-09,238,23,22,265134.73,0.32,3,quality_issue,225.25,winter,Valentine's Day
MCH-P-000001,2026-02-10,220,19,18,207358.05,0.35,1,quality_issue,863.68,winter,Valentine's Day
MCH-P-000001,2026-02-11,198,23,22,335317.46,0.14,5,wrong_item,925.84,winter,Valentine's Day
MCH-P-000001,2026-02-12,175,24,23,326101.54,0.2,6,damage,973.35,winter,Valentine's Day
MCH-P-000001,2026-02-13,154,22,21,267970.4,0.28,1,damage,445.73,winter,Valentine's Day
MCH-P-000001,2026-02-14,133,22,21,323797.57,0.13,4,damage,765.74,winter,Valentine's Day
MCH-P-000001,2026-02-15,105,30,28,337444.21,0.32,6,wrong_item,484.21,winter,Valentine's Day
MCH-P-000001,2026-02-16,81,26,24,361547.36,0.15,5,damage,44.4,winter,Valentine's Day
MCH-P-000001,2026-02-17,61,21,20,283566.56,0.2,2,quality_issue,4.0,winter,Valentine's Day
MCH-P-000001,2026-02-18,46,16,15,233942.41,0.12,3,damage,615.02,winter,Valentine's Day
MCH-P-000001,2026-02-19,140,29,27,401955.6,0.16,2,damage,964.28,winter,Valentine's Day
MCH-P-000001,2026-02-20,124,17,16,283566.56,0.0,3,size_issue,442.58,winter,
MCH-P-000001,2026-02-21,105,20,19,336735.29,0.0,6,size_issue,207.84,winter,
MCH-P-000001,2026-02-22,87,19,18,319012.38,0.0,4,size_issue,138.29,winter,
MCH-P-000001,2026-02-23,77,11,10,177229.1,0.0,1,damage,429.59,winter,
MCH-P-000001,2026-02-24,65,13,12,212674.92,0.0,1,damage,79.27,winter,
MCH-P-000001,2026-02-25,51,15,14,248120.74,0.0,4,quality_issue,339.73,winter,
MCH-P-000001,2026-02-26,40,12,11,194952.01,0.0,1,size_issue,179.97,winter,
MCH-P-000001,2026-02-27,24,17,16,283566.56,0.0,4,damage,285.76,winter,
MCH-P-000001,2026-02-28,262,15,14,248120.74,0.0,2,wrong_item,92.24,winter,
MCH-P-000001,2026-03-01,244,19,18,319012.38,0.0,1,size_issue,375.98,winter,
MCH-P-000001,2026-03-02,230,15,14,225789.87,0.09,4,damage,287.03,winter,
MCH-P-000001,2026-03-03,205,26,25,376611.84,0.15,4,wrong_item,734.2,winter,Holi
MCH-P-000001,2026-03-04,178,29,27,339748.18,0.29,7,wrong_item,638.29,winter,Holi
MCH-P-000001,2026-03-05,155,24,23,285338.85,0.3,5,other,248.92,winter,Holi
MCH-P-000001,2026-03-06,130,27,25,301289.47,0.32,4,size_issue,167.29,winter,Holi
MCH-P-000001,2026-03-07,105,26,25,305720.2,0.31,4,damage,717.02,winter,Holi
MCH-P-000001,2026-03-08,83,23,22,347014.58,0.11,1,size_issue,450.74,winter,Holi
MCH-P-000001,2026-03-09,57,27,26,400892.22,0.13,3,quality_issue,165.08,winter,Holi
MCH-P-000001,2026-03-10,43,15,14,176165.73,0.29,2,damage,662.05,winter,Holi
MCH-P-000001,2026-03-11,21,23,22,280730.89,0.28,6,damage,836.12,winter,Holi
MCH-P-000001,2026-03-12,118,33,32,379979.19,0.33,9,damage,349.0,winter,Holi
MCH-P-000001,2026-03-13,93,26,25,416488.39,0.06,2,size_issue,653.09,winter,Holi
MCH-P-000001,2026-03-14,74,20,19,336735.29,0.0,0,,103.31,winter,
MCH-P-000001,2026-03-15,60,15,14,248120.74,0.0,3,size_issue,467.84,winter,
MCH-P-000001,2026-03-16,42,19,18,319012.38,0.0,1,wrong_item,195.13,winter,
MCH-P-000001,2026-03-17,28,15,14,248120.74,0.0,3,size_issue,269.17,winter,
MCH-P-000001,2026-03-18,269,16,15,265843.65,0.0,3,wrong_item,310.46,winter,
MCH-P-000001,2026-03-19,255,15,14,248120.74,0.0,0,,397.51,winter,
MCH-P-000001,2026-03-20,243,13,12,212674.92,0.0,2,other,254.17,winter,
MCH-P-000001,2026-03-21,223,21,20,354458.2,0.0,3,damage,183.37,winter,
MCH-P-000001,2026-03-22,207,17,16,283566.56,0.0,2,not_needed,40.72,winter,
MCH-P-000001,2026-03-23,193,15,14,248120.74,0.0,4,damage,281.9,winter,
MCH-P-000001,2026-03-24,181,13,12,212674.92,0.0,1,damage,59.94,winter,
MCH-P-000001,2026-03-25,164,18,17,256096.05,0.15,4,quality_issue,127.39,winter,
MCH-P-000001,2026-03-26,154,11,10,177229.1,0.0,3,size_issue,155.53,winter,
MCH-P-000001,2026-03-27,141,14,13,230397.83,0.0,3,not_needed,265.17,winter,
MCH-P-000001,2026-03-28,126,16,15,265843.65,0.0,2,quality_issue,255.65,winter,
MCH-P-000001,2026-03-29,109,18,17,301289.47,0.0,2,size_issue,272.43,winter,
MCH-P-000001,2026-03-30,92,18,17,301289.47,0.0,2,quality_issue,103.68,winter,
MCH-P-000001,2026-03-31,77,16,15,265843.65,0.0,4,size_issue,293.05,winter,
MCH-P-000001,2026-04-01,62,16,15,265843.65,0.0,2,size_issue,248.85,summer,
MCH-P-000001,2026-04-02,54,9,8,141783.28,0.0,1,damage,440.86,summer,
MCH-P-000001,2026-04-03,43,12,11,194952.01,0.0,1,other,472.18,summer,
MCH-P-000001,2026-04-04,23,21,20,354458.2,0.0,6,damage,197.98,summer,
MCH-P-000001,2026-04-05,185,21,20,308378.63,0.13,2,damage,497.97,summer,Eid
MCH-P-000001,2026-04-06,171,15,14,163759.69,0.34,1,size_issue,196.98,summer,Eid
MCH-P-000001,2026-04-07,160,12,11,177406.33,0.09,2,not_needed,87.34,summer,Eid
MCH-P-000001,2026-04-08,141,20,19,282857.64,0.16,1,damage,466.75,summer,Eid
MCH-P-000001,2026-04-09,129,13,12,202041.17,0.05,0,,453.19,summer,Eid
MCH-P-000001,2026-04-10,112,18,17,253083.15,0.16,4,damage,538.39,summer,Eid
MCH-P-000001,2026-04-11,95,18,17,271160.52,0.1,3,damage,172.37,summer,Eid
MCH-P-000001,2026-04-12,64,32,31,434034.07,0.21,3,wrong_item,87.74,summer,Eid
MCH-P-000001,2026-04-13,42,23,22,335317.46,0.14,6,not_needed,946.89,summer,Eid
MCH-P-000001,2026-04-14,21,22,21,253083.15,0.32,3,wrong_item,640.38,summer,Eid
MCH-P-000001,2026-04-15,280,21,20,304834.05,0.14,5,wrong_item,821.56,summer,Eid
MCH-P-000001,2026-04-16,262,19,18,319012.38,0.0,2,damage,132.54,summer,
MCH-P-000001,2026-04-17,249,14,13,230397.83,0.0,2,wrong_item,414.1,summer,
MCH-P-000001,2026-04-18,228,23,21,372181.11,0.0,4,other,351.83,summer,
MCH-P-000001,2026-04-19,216,13,12,212674.92,0.0,1,not_needed,455.04,summer,
MCH-P-000001,2026-04-20,206,11,10,177229.1,0.0,0,,14.54,summer,
MCH-P-000001,2026-04-21,193,14,13,230397.83,0.0,2,wrong_item,137.1,summer,
MCH-P-000001,2026-04-22,176,18,17,301289.47,0.0,3,size_issue,36.62,summer,
MCH-P-000001,2026-04-23,166,11,10,177229.1,0.0,0,,109.64,summer,
MCH-P-000001,2026-04-24,154,13,12,212674.92,0.0,3,damage,329.38,summer,
MCH-P-000001,2026-04-25,136,19,18,319012.38,0.0,3,not_needed,457.66,summer,
MCH-P-000001,2026-04-26,119,18,17,301289.47,0.0,2,not_needed,133.94,summer,
MCH-P-000001,2026-04-27,103,17,16,283566.56,0.0,5,not_needed,443.52,summer,
MCH-P-000001,2026-04-28,93,11,10,177229.1,0.0,3,not_needed,313.41,summer,
MCH-P-000001,2026-04-29,79,15,14,223308.67,0.1,4,not_needed,397.85,summer,
MCH-P-000001,2026-04-30,66,14,13,230397.83,0.0,2,damage,15.62,summer,
MCH-P-000001,2026-05-01,49,18,17,301289.47,0.0,3,wrong_item,236.99,summer,
MCH-P-000001,2026-05-02,31,19,18,319012.38,0.0,2,damage,261.89,summer,
MCH-P-000001,2026-05-03,205,15,14,248120.74,0.0,1,damage,202.08,summer,
MCH-P-000001,2026-05-04,190,16,15,265843.65,0.0,6,damage,394.53,summer,
MCH-P-000001,2026-05-05,175,16,15,265843.65,0.0,4,not_needed,63.69,summer,
MCH-P-000001,2026-05-06,158,18,17,301289.47,0.0,1,damage,34.81,summer,
MCH-P-000001,2026-05-07,143,16,15,265843.65,0.0,4,damage,259.57,summer,
MCH-P-000001,2026-05-08,133,11,10,177229.1,0.0,0,,307.21,summer,
MCH-P-000001,2026-05-09,113,21,20,354458.2,0.0,3,damage,349.64,summer,
MCH-P-000001,2026-05-10,98,16,15,265843.65,0.0,1,not_needed,35.58,summer,
MCH-P-000001,2026-05-11,88,11,10,177229.1,0.0,1,quality_issue,301.6,summer,
MCH-P-000001,2026-05-12,78,11,10,177229.1,0.0,0,,366.16,summer,
MCH-P-000001,2026-05-13,60,19,18,319012.38,0.0,4,size_issue,327.65,summer,
MCH-P-000001,2026-05-14,46,15,14,248120.74,0.0,4,damage,97.89,summer,
MCH-P-000001,2026-05-15,27,20,19,336735.29,0.0,3,quality_issue,35.33,summer,
MCH-P-000001,2026-05-16,242,28,26,460795.66,0.0,3,quality_issue,342.93,summer,
MCH-P-000001,2026-05-17,226,17,16,283566.56,0.0,7,wrong_item,403.46,summer,
MCH-P-000001,2026-05-18,206,21,20,354458.2,0.0,5,damage,350.01,summer,
MCH-P-000001,2026-05-19,190,17,16,283566.56,0.0,4,damage,497.14,summer,
MCH-P-000001,2026-05-20,174,17,16,283566.56,0.0,3,quality_issue,201.48,summer,
MCH-P-000001,2026-05-21,160,15,14,248120.74,0.0,2,not_needed,498.66,summer,
MCH-P-000001,2026-05-22,147,14,13,230397.83,0.0,1,quality_issue,313.72,summer,
MCH-P-000001,2026-05-23,130,18,17,301289.47,0.0,0,,309.84,summer,
MCH-P-000001,2026-05-24,106,26,24,425349.84,0.0,5,size_issue,309.27,summer,
MCH-P-000001,2026-05-25,99,8,7,124060.37,0.0,2,quality_issue,460.18,summer,
MCH-P-000001,2026-05-26,90,10,9,159506.19,0.0,2,damage,9.12,summer,
MCH-P-000001,2026-05-27,71,20,19,336735.29,0.0,2,not_needed,474.82,summer,
MCH-P-000001,2026-05-28,56,16,15,265843.65,0.0,3,damage,446.24,summer,
MCH-P-000001,2026-05-29,44,13,12,212674.92,0.0,2,not_needed,489.4,summer,
MCH-P-000001,2026-05-30,24,21,20,354458.2,0.0,1,wrong_item,142.0,summer,
MCH-P-000001,2026-05-31,215,12,11,194952.01,0.0,1,not_needed,97.62,summer,
MCH-P-000001,2026-06-01,194,22,21,372181.11,0.0,2,wrong_item,421.01,summer,
MCH-P-000001,2026-06-02,173,22,21,372181.11,0.0,3,damage,380.15,summer,
MCH-P-000001,2026-06-03,158,16,15,265843.65,0.0,1,not_needed,78.51,summer,
MCH-P-000001,2026-06-04,140,19,18,319012.38,0.0,3,quality_issue,187.8,summer,
MCH-P-000001,2026-06-05,120,21,20,354458.2,0.0,4,damage,128.51,summer,
MCH-P-000001,2026-06-06,99,22,21,334963.0,0.1,2,damage,306.8,summer,
MCH-P-000001,2026-06-07,86,14,13,230397.83,0.0,1,damage,14.92,summer,
MCH-P-000001,2026-06-08,67,20,19,336735.29,0.0,4,damage,148.19,summer,
MCH-P-000001,2026-06-09,55,13,12,212674.92,0.0,4,damage,229.03,summer,
MCH-P-000001,2026-06-10,42,14,13,200446.11,0.13,5,not_needed,330.23,summer,
MCH-P-000001,2026-06-11,27,16,15,265843.65,0.0,0,,412.25,summer,
MCH-P-000001,2026-06-12,185,15,14,248120.74,0.0,1,damage,82.77,summer,
MCH-P-000001,2026-06-13,161,25,24,382814.86,0.1,4,size_issue,118.92,summer,
MCH-P-000001,2026-06-14,145,17,16,283566.56,0.0,4,damage,387.92,summer,
MCH-P-000001,2026-06-15,136,10,9,159506.19,0.0,2,other,53.61,summer,
MCH-P-000001,2026-06-16,124,13,12,212674.92,0.0,3,not_needed,9.43,summer,
