product_id,sku,category,marketplace,price,cost,rating,launch_date
MCH-P-000144,SKU-F463A9B4,laptops_computers,amazon,161145.98,128972.2,3.8,2025-07-03
MCH-P-000145,SKU-72D7FD52,kids_apparel,indiamart,311.54,199.53,4.2,2024-12-12
MCH-P-000146,SKU-9A67AF33,stationery_office,shopsy,1225.65,978.65,4.6,2025-04-24
MCH-P-000147,SKU-182A3AEF,musical_instruments,myntra,35623.65,22760.98,4.7,2025-11-06
MCH-P-000148,SKU-F00050B8,kids_apparel,shopsy,912.04,483.09,4.3,2024-12-14
MCH-P-000149,SKU-F7572D13,jewellery,netmeds,99874.59,60296.96,2.8,2024-08-21
MCH-P-000150,SKU-6C341B90,jewellery,indiamart,57571.79,48887.26,4.0,2024-07-10
MCH-P-000151,SKU-366428F2,cameras_accessories,shopsy,183144.37,123424.8,3.4,2025-08-17
MCH-P-000152,SKU-E452AA2B,large_appliances,amazon,15522.67,8858.67,3.6,2025-03-29
MCH-P-000153,SKU-57CA2007,groceries_gourmet,etsy,1062.06,687.29,4.4,2025-01-18
MCH-P-000154,SKU-00312FE2,groceries_gourmet,walmart_marketplace,1645.07,986.37,3.1,2025-09-26
MCH-P-000155,SKU-F91E02F2,personal_care,woocommerce_store,2277.12,1560.6,4.0,2025-10-14
MCH-P-000156,SKU-48DBEA2F,garden_outdoor,tata_cliq,9853.23,5959.08,3.3,2024-07-11
MCH-P-000157,SKU-6972426D,computer_accessories,flipkart,13139.73,7872.49,4.5,2026-03-11
MCH-P-000158,SKU-76722373,personal_care,pepperfry,1970.15,1287.37,5.0,2024-07-05
MCH-P-000159,SKU-93712F38,health_wellness,jiomart,4906.18,4002.92,3.0,2024-12-15
MCH-P-000160,SKU-79F9AF70,toys_games,shopclues,4562.6,2444.02,4.9,2025-07-18
MCH-P-000161,SKU-3BDBF1F8,toys_games,own_shopify_store,3548.27,1818.65,2.8,2025-05-04
MCH-P-000162,SKU-48846373,groceries_gourmet,flipkart,170.22,99.77,3.6,2025-03-14
MCH-P-000163,SKU-9F5CBEA3,kids_apparel,etsy,1387.08,718.28,3.5,2025-05-02
MCH-P-000164,SKU-3780A36E,wearables_smartwatch,snapdeal,4570.24,3401.93,3.3,2025-06-29
MCH-P-000165,SKU-C2414F52,makeup_cosmetics,jiomart,1724.19,863.1,4.7,2025-08-16
MCH-P-000166,SKU-7E662D0A,wearables_smartwatch,urban_ladder,1071.75,726.49,3.3,2025-11-27
MCH-P-000167,SKU-13C915BC,jewellery,croma,78101.78,62045.72,3.3,2025-07-14
MCH-P-000168,SKU-94218BA6,kids_apparel,indiamart,1120.68,748.56,3.1,2024-07-03
MCH-P-000169,SKU-EF847A22,garden_outdoor,urban_ladder,13966.14,7220.48,4.3,2025-10-10
MCH-P-000170,SKU-06F0E198,skincare,myntra,836.38,432.06,4.8,2025-10-20
MCH-P-000171,SKU-F424A099,audio_headphones,ajio,7775.57,3972.92,4.1,2026-07-16
MCH-P-000172,SKU-ABDD2B97,wearables_smartwatch,reliance_digital,15255.94,10667.32,4.6,2026-01-05
MCH-P-000173,SKU-44DA669A,makeup_cosmetics,pepperfry,3427.99,2456.81,4.4,2026-07-20
MCH-P-000174,SKU-4145FE6D,small_kitchen_appliances,walmart_marketplace,21459.4,12639.42,3.6,2025-12-20
MCH-P-000175,SKU-B071C15D,groceries_gourmet,1mg,2954.7,1851.23,3.3,2025-02-15
MCH-P-000176,SKU-E9BB863E,pet_supplies,snapdeal,4815.16,3420.0,3.5,2025-11-09
MCH-P-000177,SKU-AE29B60E,home_decor,1mg,1308.99,668.16,2.5,2025-10-21
MCH-P-000178,SKU-7399C6DD,innerwear_sleepwear,1mg,538.06,405.6,4.3,2024-07-19
MCH-P-000179,SKU-C6A66F5E,sports_fitness,tata_cliq,35622.66,25215.17,2.9,2025-10-22
MCH-P-000180,SKU-E79F783D,large_appliances,urban_ladder,85626.69,47996.36,5.0,2024-09-01
MCH-P-000181,SKU-FBA2CF69,kids_apparel,reliance_digital,262.02,222.08,2.8,2026-07-21
MCH-P-000182,SKU-3B0FF04E,health_wellness,croma,5393.98,4359.05,4.1,2025-07-28
MCH-P-000183,SKU-F725373F,computer_accessories,myntra,946.74,670.39,4.2,2025-11-29
MCH-P-000184,SKU-7EE5387E,ethnic_wear,paytm_mall,20987.84,10627.32,3.1,2026-06-09
MCH-P-000185,SKU-772299FA,sports_fitness,snapdeal,10295.1,7348.33,3.5,2024-06-24
MCH-P-000186,SKU-02383D12,personal_care,reliance_digital,1709.85,1289.26,4.4,2024-09-29
MCH-P-000187,SKU-5216AA4B,home_improvement_tools,own_shopify_store,8442.94,5742.08,4.5,2024-03-21
MCH-P-000188,SKU-3D7D60A0,mobiles_tablets,meesho,79473.34,51084.39,4.7,2024-04-28
MCH-P-000189,SKU-04BE7183,kitchenware_dining,shopsy,6857.24,3787.12,2.9,2025-08-15
MCH-P-000190,SKU-8C13FCFA,groceries_gourmet,walmart_marketplace,637.85,510.69,3.0,2024-03-21
MCH-P-000191,SKU-0E6CCF6B,innerwear_sleepwear,shopclues,1873.45,1512.68,3.8,2025-06-11
MCH-P-000192,SKU-1FE49922,bags_luggage,purplle,14911.56,11271.61,3.9,2025-04-16
MCH-P-000193,SKU-9063DB0A,watches_eyewear,etsy,45227.38,36315.34,2.7,2026-04-24
MCH-P-000194,SKU-55C6D74A,toys_games,amazon,1753.72,1333.28,4.9,2025-06-23
MCH-P-000195,SKU-C7134893,industrial_scientific,paytm_mall,72015.18,58379.1,3.3,2025-08-30
MCH-P-000196,SKU-67DB00F9,bags_luggage,firstcry,12291.81,8645.4,4.0,2025-08-24
MCH-P-000197,SKU-EFBC62EC,health_wellness,shopsy,2858.55,1626.11,3.5,2024-05-02
MCH-P-000198,SKU-0FD9FBF4,bags_luggage,indiamart,2881.97,1605.27,3.3,2025-10-30
MCH-P-000199,SKU-15D2D3CD,mobiles_tablets,pepperfry,38807.97,20747.66,4.7,2024-04-15
MCH-P-000200,SKU-3190C48A,baby_products,snapdeal,3408.83,1945.52,3.8,2024-03-28
MCH-P-000201,SKU-C5D62CB9,cameras_accessories,amazon,52627.79,27145.97,4.9,2025-06-12
MCH-P-000202,SKU-7588DEF5,makeup_cosmetics,meesho,2644.48,1780.87,3.1,2024-06-16
MCH-P-000203,SKU-BCDB7961,large_appliances,netmeds,93658.0,75567.84,5.0,2025-11-10
MCH-P-000204,SKU-377B8267,musical_instruments,flipkart,58950.8,49138.42,2.8,2025-02-27
MCH-P-000205,SKU-DC993F55,automotive_accessories,ebay,13889.07,7415.96,4.0,2025-11-02
MCH-P-000206,SKU-B58FFCDC,sports_fitness,tata_cliq,21785.65,12153.32,2.9,2026-05-14
MCH-P-000207,SKU-04D91050,wearables_smartwatch,1mg,35469.03,26860.53,3.4,2024-07-13
MCH-P-000208,SKU-49377C8F,ethnic_wear,netmeds,10418.35,7980.51,3.0,2026-06-28
MCH-P-000209,SKU-5BC3DD8A,furniture,1mg,10530.89,8568.38,3.2,2024-04-26
MCH-P-000210,SKU-B04984C8,wearables_smartwatch,firstcry,50942.08,28671.33,3.6,2025-01-04
MCH-P-000211,SKU-6C8805DB,computer_accessories,reliance_digital,10711.34,8547.3,3.3,2025-12-23
MCH-P-000212,SKU-07427687,books_media,tata_cliq,1639.0,962.0,2.9,2025-10-08
MCH-P-000213,SKU-0907B825,laptops_computers,nykaa,223677.37,172695.83,3.7,2024-04-28
MCH-P-000214,SKU-9983B34F,haircare,firstcry,1635.79,1125.09,2.8,2024-08-05
MCH-P-000215,SKU-27DA5987,winterwear,ebay,8594.07,5746.95,2.9,2026-04-06
MCH-P-000216,SKU-AEA70FF6,groceries_gourmet,tata_cliq,1685.08,965.05,2.6,2026-03-03
MCH-P-000217,SKU-8C1B8B3D,bags_luggage,walmart_marketplace,18361.83,11247.29,3.7,2026-04-12
MCH-P-000218,SKU-DA3DB125,furniture,snapdeal,32635.05,22392.87,5.0,2024-12-27
MCH-P-000219,SKU-E5155067,large_appliances,ebay,91060.84,60470.39,4.8,2024-08-12
MCH-P-000220,SKU-2D603DDC,small_kitchen_appliances,shopsy,8863.32,4587.1,4.5,2024-05-05
MCH-P-000221,SKU-F045F68E,kitchenware_dining,ebay,7533.05,5859.0,4.8,2025-01-29
MCH-P-000222,SKU-B741FD53,mens_apparel,amazon,3671.96,2657.23,5.0,2024-10-07
MCH-P-000223,SKU-B2DAB830,ethnic_wear,purplle,2019.61,1333.73,2.9,2025-11-22
MCH-P-000224,SKU-DF7DEE68,large_appliances,walmart_marketplace,78815.68,50246.93,3.3,2026-03-13
MCH-P-000225,SKU-DEFCADDC,jewellery,shopclues,46217.18,33783.97,3.7,2024-10-31
MCH-P-000226,SKU-4D668482,health_wellness,ajio,5705.31,3537.01,4.2,2025-03-28
MCH-P-000227,SKU-26BF9703,industrial_scientific,jiomart,4312.34,2834.81,4.4,2024-07-18
MCH-P-000228,SKU-00D6BB95,stationery_office,shopclues,4959.44,3402.15,3.3,2024-10-09
MCH-P-000229,SKU-FE74675C,winterwear,limeroad,3613.22,2740.55,3.9,2024-04-21
MCH-P-000230,SKU-919DC91F,jewellery,walmart_marketplace,72034.02,48848.21,3.5,2024-11-01
MCH-P-000231,SKU-B0390BD1,computer_accessories,pepperfry,5266.31,3385.47,2.8,2025-01-08
MCH-P-000232,SKU-B750962C,watches_eyewear,shopclues,4857.76,3563.76,4.2,2026-04-01
MCH-P-000233,SKU-C7278EDB,footwear,ajio,4187.27,2383.53,4.7,2026-07-07
MCH-P-000234,SKU-8F9F6104,toys_games,myntra,2085.69,1530.37,3.2,2026-02-25
MCH-P-000235,SKU-31FC2AE2,baby_products,walmart_marketplace,3473.18,2556.81,3.0,2026-03-26
MCH-P-000236,SKU-7B1648AF,musical_instruments,own_shopify_store,32753.24,24417.11,4.0,2024-09-23
MCH-P-000237,SKU-B616FCAA,garden_outdoor,1mg,9437.98,5777.67,3.5,2025-12-15
MCH-P-000238,SKU-7B8BB115,industrial_scientific,limeroad,68636.83,34876.41,4.7,2025-04-11
MCH-P-000239,SKU-953CE6D8,groceries_gourmet,ebay,1359.08,1124.74,3.3,2025-02-09
MCH-P-000240,SKU-3E72C075,books_media,shopclues,1678.73,1127.16,3.3,2025-07-04
MCH-P-000241,SKU-87AA375C,pet_supplies,nykaa,5484.68,4515.84,4.9,2025-12-24
MCH-P-000242,SKU-544BA56C,sports_fitness,netmeds,29850.41,22914.18,3.7,2026-01-03
MCH-P-000243,SKU-16952AE7,home_decor,shopclues,3716.6,2697.09,3.1,2025-06-22
MCH-P-000244,SKU-46A0FC3F,ethnic_wear,snapdeal,14855.64,9559.51,4.5,2025-11-17
MCH-P-000245,SKU-68E194A3,ethnic_wear,flipkart,4607.81,2316.01,4.5,2024-07-06
MCH-P-000246,SKU-724467F0,innerwear_sleepwear,netmeds,2121.9,1163.68,2.8,2024-11-23
MCH-P-000247,SKU-65A40922,wearables_smartwatch,own_shopify_store,59917.96,33997.86,3.6,2025-08-19
MCH-P-000248,SKU-8758D07C,small_kitchen_appliances,woocommerce_store,15681.5,12961.0,2.7,2025-11-15
MCH-P-000249,SKU-3289EFFA,automotive_accessories,pepperfry,19799.63,11775.26,4.2,2026-03-26
MCH-P-000250,SKU-F5D78153,stationery_office,ajio,602.74,477.0,3.6,2025-03-11
MCH-P-000251,SKU-4677830E,haircare,purplle,1551.72,1148.52,5.0,2025-03-31
MCH-P-000252,SKU-FE35E42A,kitchenware_dining,meesho,9994.28,6803.71,4.3,2026-04-23
MCH-P-000253,SKU-DFEB08F8,wearables_smartwatch,ajio,19780.58,13083.33,2.6,2024-03-27
MCH-P-000254,SKU-8D5D8C99,jewellery,purplle,67291.66,41967.67,4.6,2025-10-16
MCH-P-000255,SKU-7254D278,musical_instruments,tata_cliq,25291.04,15491.8,4.5,2024-08-09
MCH-P-000256,SKU-1ED8C7AC,garden_outdoor,myntra,7444.66,6049.24,4.7,2025-12-04
MCH-P-000257,SKU-5CDB3333,musical_instruments,jiomart,9633.92,6617.0,2.6,2026-05-02
MCH-P-000258,SKU-10906FB4,cameras_accessories,netmeds,1102.23,719.44,2.6,2024-07-14
MCH-P-000259,SKU-9A9C731E,innerwear_sleepwear,amazon,2084.17,1164.63,4.7,2025-01-03
MCH-P-000260,SKU-D1F97843,large_appliances,ebay,100189.96,68993.77,2.7,2025-06-24
MCH-P-000261,SKU-0FAF742E,jewellery,nykaa,73831.93,43568.83,3.8,2025-08-15
MCH-P-000262,SKU-3172BB88,baby_products,shopsy,9027.92,5982.24,3.0,2025-10-29
MCH-P-000263,SKU-BFDB8CBC,home_decor,netmeds,11309.39,6125.38,2.9,2026-01-24
